audio_file|text|speaker_name
wavs/ep001_0121.wav|ولكن لما وزارة الطاقة الأمريكيّة تقول أن احنا ناويين نفرج عن 172 مليون برميل على مدار 120 يوم.|spk0
wavs/ep001_0122.wav|فده معناه أنّنا بنتكلم على معدل افراج يومي بيقترب من 1.4 مليون برميل يوميا.|spk0
wavs/ep001_0123.wav|وده فعليا رقم تافه بالمقارنة مع حجم النفط المفقود في الوقت الحالي من السوق.|spk0
wavs/ep001_0124.wav|أو المتوقع فقده خلال الفترة القادمة لو استمرت الازمة وتفاقمه.|spk0
wavs/ep001_0125.wav|احنا بنتكلم على مضيق كان بيعدي منه في الاوقات الطبيعية ما يقرب من 20 مليون برميل من النفط ومشتقاته يوميا.|spk0
wavs/ep001_0126.wav|النهاردة بعد اسبوعين من انطلاق الحرب كمية النفط المرة من المضيق انخفضت باكتر من 90.|spk0
wavs/ep001_0128.wav|النفط الوحيد اللي بيخرج من المضيق حاليا هو النفط الإيراني والنفط السعودي بيخرج عن طريق ينبع من على البحر الاحمر.|spk0
wavs/ep001_0129.wav|والمشكلة هو أن الوضع الحالي مش هو الوضع الاسوا فيه اسوا من كده.|spk0
wavs/ep001_0130.wav|في الوقت الحالي مضيق هورموس مقفول قدام الجميع باستثناء النفط الإيراني.|spk0
wavs/ep001_0131.wav|وشحنات النفط والغازل للايرانيين بيقرروا بمزاجهم أنّهم يعدوها.|spk0
wavs/ep001_0132.wav|ده الحمد لله مش بشكل عقل كبير في وجه منتج كبير زي السعودية اللي من زمان وَقت الاحتمال ده في حسبانها.|spk0
wavs/ep001_0133.wav|وعلشان كده بنت خطة نبيب شرق غرب لبينقل النفط الخام من شرق المملكة لمناء ينبع الموجود في الغرب على البحر الاحمر.|spk0
wavs/ep001_0134.wav|بعد الحرب السعودية بدات تنقل عمليات شحن نفطها ومنتجاتها النفطية لينبع علشان تتلافى مضيق هورموس المغلق.|spk0
wavs/ep001_0135.wav|ومن هناك النفط بيشق طريقه في اتجاه من اتنين.|spk0
wavs/ep001_0136.wav|النفط اللي رايح آسيا الزبون الرئيسي للنفط السعودي بيمشي في اتجاه باب الماندا.|spk0
wavs/ep001_0137.wav|واللي رايح أوروبا بيمشي في اتجاه مصر ويام يعدي من قناة السويس علامات النقلات.|spk0
wavs/ep001_0138.wav|أو ما يدخلش القناة أصلًا ويتم تفريغه في محطة العين السخنة.|spk0
wavs/ep001_0139.wav|علشان ينتقل عن طريق خطة نبيب سومب لمحطة سيدي كرير الموجودة على البحر المتاص.|spk0
wavs/ep001_0140.wav|دي هي الجهة اللي بيسلوكها عادة النفط اللي رايح أوروبا وامريكا.|spk0
wavs/ep001_0141.wav|ولكن يظل الطريق الاهام للنفط السعودي هو الطريق الاقصر لزبينه الرئيسيين في آسيا.|spk0
wavs/ep001_0142.wav|اللي هو الطريق اللي بيمر عبر مضيق باب الماندا المووجود على سواحل اليمن.|spk0
wavs/ep001_0143.wav|لو الحوثيين في اليمن قرروا الاشتراك في الحرب الحالية إلى جانب إيران.|spk0
wavs/ep001_0144.wav|وحاولوا يصعادوا الضغوط الاقتصادية الواقعة على الولايات المتحدة والعالم.|spk0
wavs/ep001_0146.wav|فده اولا معناه أن الطريق السهل قدام النفط السعودي.|spk0
wavs/ep001_0149.wav|وما بقاش فيه خيار غير لفة طويلة جدا عن طريق راس الرجاء الصالح.|spk0
wavs/ep001_0150.wav|وثانيا معناه وصول الطراب في حركة الملاحة في البحر الاحمر وقناة السويس.|spk0
wavs/ep001_0151.wav|وقناة السويس المهمة جدا بالنسبة لمصر والعالم كله.|spk0
wavs/ep001_0154.wav|فيه سيناريوهات اخطر متعلقة بامان المنشات النفطية في المنطقة.|spk0
wavs/ep001_0155.wav|في 13 مارس الجيش الأمريكي وفي محاولة للضغط على إيران بهدف اجباره على فتح مادوك هورموس.|spk0
wavs/ep001_0156.wav|شن هجوم على جزيرة خارج الإيرانيّة الموجودة عليها محطة تصدير مسؤولة عن 90 من صدرات إيران من النفط.|spk0
wavs/ep001_0157.wav|الجزيرة الصغيرة دي ممكن اعتبرها بدون مبالغة قلب الاقتصاد الإيراني.|spk0
wavs/ep001_0158.wav|وتدميرها بلا شك حيكون ضربة قوية جدا للايرانيين.|spk0
wavs/ep001_0159.wav|ترامب أعلن أن الجيش الأمريكي ضرب اهداف عسكرية على الجزيرة.|spk0
wavs/ep001_0161.wav|هيفكر في تدمير المنشات النفطية الموجودة على الجزيرة.|spk0
wavs/ep001_0163.wav|لان الرد الإيراني المتوقع ردا على خطوة زي دي.|spk0
wavs/ep001_0165.wav|هو الانتقام ومحاولة تدمير كل المنشات النفطية الموجودة في المنطقة.|spk0
wavs/ep001_0167.wav|الإيرانيّين بالفعل بيهاجموا من بداية الحرب منشآت طاقة في عَدَد من دول الخليج.|spk0
wavs/ep001_0169.wav|اللي اتسهم بيها اداء الدفاع الجوي في دول الخليج من بداية الحرب.|spk0
wavs/ep001_0170.wav|الا أنّه في النهاية مفيش نظام محكم بنسبة 100.|spk0
wavs/ep001_0171.wav|وحتما هتنجح بعض المحاولات الإيرانيّة بالنهاية مع الاسف.|spk0
wavs/ep001_0172.wav|الإيرانيّين تمكنوا بالفعل من احداث اضرار ببعض منشآت الطاقة في المنطقة.|spk0
wavs/ep001_0173.wav|ودفعوا بعضها الاخر للاغلاق من باب الاحتراز.|spk0
wavs/ep001_0175.wav|لانهم عارفين أن ده معناه تدمير مقابل لكل منشاتهم النفطية.|spk0
wavs/ep001_0177.wav|سواء في الخليج أو إيران من مصلحة العالم كله.|spk0
wavs/ep001_0179.wav|لان الله قَدَر الله لو حصل العكس واصبحت المنشات النفطية اهداف مستباحة.|spk0
wavs/ep001_0181.wav|وفتح المضيق ممكن تتحول لازمة طويلة الاجل.|spk0
wavs/ep001_0182.wav|تمتد لحد ما دول المنطقة تنجح في عادة ترميم وبناء منشاتها.|spk0
wavs/ep001_0183.wav|كما هو واضح كل ما الحرب صعدت درجة على سِلم التصعيد.|spk0
wavs/ep001_0186.wav|كل ما قلت اهمية اجراءات زي ضخ احتياطيات استراتيجية في السوق.|spk0
wavs/ep001_0187.wav|والكلام ده حتى ينطبق على ال 400 مليون برميل.|spk0
wavs/ep001_0189.wav|الكمية دي كلها في الاول والاخر بتعادل 4 ايام من الاستهلاك العالمي من النفط.|spk0
wavs/ep001_0190.wav|وبحسب اندرو هاربورن كبير محللي اسواق النفط في وود مكنزي.|spk0
wavs/ep001_0191.wav|ال 400 مليون برميل دول مش هيغطوا أكتر من 4 اسابيع تقريبا من الكميات المفقودة.|spk0
wavs/ep001_0193.wav|وعشان كده وود مكنزي بتقول أنّه رغم قرار وكالة الطاقة الدولية.|spk0
wavs/ep001_0197.wav|واللي ملخصها ببساطة هو أنّه الكميات المفرج عنها.|spk0
wavs/ep001_0199.wav|أقل بكتير من أنّها تعوض كميات النفط الضخمة المفقودة.|spk0
wavs/ep001_0200.wav|سواء من الاحتياطيات الأمريكيّة أو احتياطيات الدول الاعضاء بوكالة الطاقة الدولية.|spk0
wavs/ep001_0206.wav|المتضرر المباشر والاكبر من اغلاق الإيرانيّين لمادكو هرموس.|spk0
wavs/ep001_0208.wav|زي الصين واليابان والهند وكوريا الجنوبية وتايوان وغيرها.|spk0
wavs/ep001_0209.wav|80 من تجارة النفط اللي بتعبر مادكو هرموس في الطبيعي.|spk0
wavs/ep001_0211.wav|الدول الاسيوية دي بقى لها سنين طويلة بتعتمد على نفط الشرق الاوسط.|spk0
wavs/ep001_0218.wav|الاختلاف بين الانواع دي بيكون فيه درجة الكثافة واللزوجة.|spk0
wavs/ep001_0219.wav|لاختلاف بين الانواع دي بيكون فيه درجة الكثافة واللزوجة.|spk0
wavs/ep001_0221.wav|الخام الخفيف أو الحلو نسبة الكبريت فيه بتكون قليلة.|spk0
wavs/ep001_0222.wav|المهم الخام الحلو ده لهوا مصافيا متخصصة في تكريره.|spk0
wavs/ep001_0223.wav|والمتوسط والتقيل لهم مصافيا متخصصة في تكريره.|spk0
wavs/ep001_0224.wav|والمتوسط والتقيل لهم مصافي متخصصة في تكريره.|spk0
wavs/ep001_0225.wav|متخصص في تكرير النفط المتوسط والتقيل.|spk0
wavs/ep001_0227.wav|المصافي دي لو اديتها الخام الخفيف بتاع الأمريكيّين.|spk0
wavs/ep001_0228.wav|مش هيعرفوا يكرروه غير لما يعدلوا المواصفات الفنية بتاعت المصفاة.|spk0
wavs/ep001_0230.wav|وبالتالي الناس دي لما بتدخل السوق هي بتدور على نفط بمواصفات شبيهة بالنفط الخليجي المفقود.|spk0
wavs/ep001_0231.wav|لان ده هو اللي المصافي بتاعتهم بتعرف تكرره.|spk0
wavs/ep001_0232.wav|هي بتدور على نفط بمواصفات شبيهة بالنفط الخليجي المفقود.|spk0
wavs/ep001_0234.wav|في الوقت الحالي ابرز باقة على النفط ده في السوق هم الروس.|spk0
wavs/ep001_0235.wav|لدرجة خلت سِعر القرال يتجاوز سِعر خام بريند لاول مرة في التاريخ.|spk0
wavs/ep001_0236.wav|النفط الروسي اللي بوتين كان بيدلل عليه ومش عارف يبيعه لحد من كم اسبوع فاته.|spk0
wavs/ep001_0237.wav|المصافي الاسيوية دخلت في حَرب على الكيميات المتاحة منه في السوق.|spk0
wavs/ep001_0239.wav|ولكن مهما حوله ما يقدروش يعوضوا أيّ نسبة معتبرة من النفط المفقود بسبب مضيق هارموس.|spk0
wavs/ep001_0240.wav|وبالتالي هم في الوقت الحالي هيستفيدوا من تدعيات الازمة بدون ما يحاولوا يحلوها.|spk0
wavs/ep001_0242.wav|قيمتها بتتراوح ما بين 4 ل 5 دولار لبرميل.|spk0
wavs/ep001_0243.wav|لانه ببساطة جزء كبير من الاحتياطيات دي من نوع مختلف عن النوع اللي السوق مفتقده في الوقت الحالي.|spk0
wavs/ep001_0244.wav|ولكن مهما حاولوا ما يقدروش يعوضوا أيّ نسبة معتبرة من النفط المفقود.|spk0
wavs/ep001_0245.wav|وده معناه أن السوق محتاج نوع معين ولكن المتاح نوع آخر.|spk0
wavs/ep001_0246.wav|وبالتالي هتجيبها يمين هتجيبها شمال.|spk0
wavs/ep001_0247.wav|في النهاية ما فيش حل حقيقي للازمة الحالية غير فتح مضيق هارموس.|spk0
wavs/ep001_0248.wav|والطريقة الامثل لضمان فتح المضيق هي التوصل لاتفاق ما لوقف الحرب الأمريكيّة الإسرائيليّة على إيران.|spk0
wavs/ep001_0249.wav|الحاصل ده بيقلل بشكل أكبر من فعالية خطوة الافراج عن الاحتياطيات الاستراتيجية.|spk0
wavs/ep001_0251.wav|إذا لازم الامر علشان تحميها من هجمات الإيرانيّة.|spk0
wavs/ep001_0252.wav|وده قبل موزير الطاقة الأمريكي كريس رايد يطلع يعترف على.|spk0
wavs/ep001_0256.wav|ده الكلام اللي قاله الفريق المتقاعد في سلاح الجو الأمريكي لينتون هينوت.|spk0
wavs/ep001_0257.wav|هي التوصل لاتفاق ما لوقف الحرب الأمريكيّة الإسرائيليّة على إيران.|spk0
wavs/ep001_0258.wav|الرئيس الأمريكي دونالد ترامب كان أعلن أكتر من مرة.|spk0
wavs/ep001_0259.wav|أن البحرية الأمريكيّة هترافق الصفن الداخلة والخرجة من مضيق هارموس.|spk0
wavs/ep001_0260.wav|إذا لازم الامر علشان تحميها من هجمات ايرانية.|spk0
wavs/ep001_0261.wav|وده قبل موزير الطاقة الأمريكي كريس رايد يطلع يعترف على سي ام بي سي.|spk0
wavs/ep001_0262.wav|ويقول أن البحرية الأمريكيّة غير جاهزة للمهمة دي في الوقت الحالي.|spk0
wavs/ep001_0263.wav|على استخدام اجهزة استشعار متطورة وضربات دقيقة للتخفيف من حدة الهجمات الإيرانيّة.|spk0
wavs/ep001_0264.wav|تظل محاولة فتح مضيق هارموس بالقوة مهمة شبه مستحيلة.|spk0
wavs/ep001_0265.wav|واللي شغل قبل كده منصب كبير الاستراتيجيين الجويين في الشرق الاوسط.|spk0
wavs/ep001_0266.wav|وده بيخلي السفن اللي بتمر من هناك عرضة لهجوم كثيف من الصواريخ والقزائف واسراب الزوارق الصغيرة.|spk0
wavs/ep001_0267.wav|هينوت قال في تصريحات قبل ايام لنيورك تايمز.|spk0
wavs/ep001_0268.wav|أن مضيق هارموس مش بس بيمثل مشكلة صعبة وانما مشكلة شبه مستحيلة.|spk0
wavs/ep001_0269.wav|مشكلة مفيش امكانية لحلها بالوسائل العسكرية الوحدة.|spk0
wavs/ep001_0270.wav|هينوت اللي كان ترقص قبل كده فريق قام بدراسة سيناريوهات بتهاجم فيها إيران.|spk0
wavs/ep001_0271.wav|الصفن المرة في المضيق قال أن نتيجة دراسات فريقه.|spk0
wavs/ep001_0272.wav|هل الأمريكيّين لما قرروا أنّهم ينضموا للاسرائيليين في شن حَرب طاحنة على تهراني.|spk0
wavs/ep001_0273.wav|من قدرة الولايات المتحدة على استخدام اجهزة استشعار متطورة.|spk0
wavs/ep001_0274.wav|وضربات دقيقة للتخفيف من حدة الهجمات الإيرانيّة.|spk0
wavs/ep001_0275.wav|الا أنّها بالنهاية ما تقدرش توقف الهجمات الإيرانيّة تماما.|spk0
wavs/ep001_0277.wav|وعلى عكس العالم كله تقريبا تفاجئت بان الإيرانيّين افلوا مضيق هرموس من أوّل يوم في الحرب.|spk0
wavs/ep001_0278.wav|عرضة لهجوم كثيف من الصواريخ والقذاف واسراب الزوارق الصغيرة.|spk0
wavs/ep001_0279.wav|وبحسب كلامه الطريقة العسكرية الوحيدة لضمان بقاء الممر المائي ده مفتوح.|spk0
wavs/ep001_0280.wav|هي الاستيلاء على الاراضي الإيرانيّة المتخمة للمضيق وفرض السيطرة عليها.|spk0
wavs/ep001_0281.wav|ولكن الاستيلاء على الساحل هيتطلب أعداد كبيرة من القوات البرية.|spk0
wavs/ep001_0282.wav|سواء على مستوى البنية التحتية العسكرية أو المدنية.|spk0
wavs/ep001_0283.wav|فالحل الدائم الوحيد لمشكلة المضيق من وجهة نظره هي الحل الدبلوماسي.|spk0
wavs/ep001_0284.wav|وبيستعينوا بالذكاء الاصطناعي في تحديد آلاف الاهداف تسببوا في اضرار لايران.|spk0
wavs/ep001_0285.wav|هل الأمريكيّين لما قرروا أنّهم ينضموا للاسرائيليين.|spk0
wavs/ep001_0286.wav|في شن حَرب طاحنة على تهران هدفها اسقاط النظام الإيراني.|spk0
wavs/ep001_0287.wav|ولكن على الجهة التانية وبعيدا عن الدمار والخراب اللي الأمريكيّين والاسرائيليين احدثوا في إيران.|spk0
wavs/ep001_0288.wav|الإيرانيّين بطريقة ما امتصوا الصدمة وحفظوا على توزنهم.|spk0
wavs/ep001_0289.wav|والاهم من كده لازالوا محتفظين بقدرات مكينتهم من ارباك الحسابات الأمريكيّة تحديدا.|spk0
wavs/ep001_0290.wav|أكتر شيء مدهش في الحرب دي لحد اللحظة الحالية.|spk0
wavs/ep001_0291.wav|هو أن الأمريكيّين تحديدا بيتصرفوا كانهم فقدوا زمام المبادرة وبالتبعية السيطرة على مصار الحرب.|spk0
wavs/ep001_0292.wav|تفاجات بان الإيرانيّين قفلوا مضيق هورموس من أوّل يوم في الحرب.|spk0
wavs/ep001_0293.wav|زي ما تفاجات برضو بانها حاجمت جيرانها والدول القريبة منها من أوّل يوم.|spk0
wavs/ep001_0294.wav|وده ياخدنا لملحوظة في غاية الاهمية بخصوص الحرب دي.|spk0
wavs/ep001_0295.wav|ولكن في البداية خلونا نتفق أن حجم الدمار.|spk0
wavs/ep001_0296.wav|افتقاد الأمريكيّين لزمام المبادرة فضل أكبر لغز في أوّل اسبوعين من الحرب.|spk0
wavs/ep001_0297.wav|لحد ما سيان أن كشفت في نهاية الاسبوع الثاني من الحرب.|spk0
wavs/ep001_0299.wav|الأمريكيّين والاسرائيليين اللي بيمتلكوا تفوق جوي كاسح.|spk0
wavs/ep001_0300.wav|ودي اغرب معلومة تم الكشف عنها خلال الحرب لحد الوقت.|spk0
wavs/ep001_0301.wav|وبيستعينوا بالذكاء الاصطناعي في تحديد آلاف الاهداف.|spk0
wavs/ep001_0302.wav|هم موضحين أن هجوم عليهم معناه اف لماضيك هرمز.|spk0
wavs/ep001_0304.wav|المهم بحسب ما انا قالته سيان أن عن مصادر مطلعة على الامر.|spk0
wavs/ep001_0307.wav|وبعيدا عن الدمار والخراب اللي الأمريكيّين والاسرائيليين احدثوا في إيران.|spk0
wavs/ep001_0310.wav|وفقا للمصادر دي فريق الامن القومي لترامب.|spk0
wavs/ep001_0311.wav|لا زالوا محتفظين بقدرات مكنتهم من ارباك الحسابات الأمريكيّة تحديدا.|spk0
wavs/ep001_0313.wav|بانه اسوا سيناريو يواجه الادارة الأمريكيّة.|spk0
wavs/ep001_0314.wav|طبعا الكلام ده فضيحة كبيرة للادارة الأمريكيّة بالكامل.|spk0
wavs/ep001_0316.wav|علشان كده البيت الابيض استمات في نافي رواية سي أن أن.|spk0
wavs/ep001_0320.wav|بيكشف ازاي تم تجاهل السيناريو ده.|spk0
wavs/ep001_0321.wav|بحسب ما نقلته الصحيفة الأمريكيّة عن مسؤولين في الادارة الأمريكيّة.|spk0
wavs/ep001_0322.wav|خطوات تم التفكير فيها على عجل خلال الحرب.|spk0
wavs/ep001_0323.wav|وده ينطبق حتى على خطوة ارسال قوات المارينز للشرق الاوسط.|spk0
wavs/ep001_0326.wav|لحد ما كشفت في نهاية الاسبوع الثاني من الحرب.|spk0
wavs/ep001_0327.wav|وتحديدا يوم 13 مارس عن مفاجاة صدمة.|spk0
wavs/ep001_0328.wav|أمريكا تفاجئت بان إيران افلت المضيق.|spk0
wavs/ep001_0330.wav|وده ببساطة لان الإيرانيّين من سنين طويلة.|spk0
wavs/ep001_0332.wav|هم موضحين أن هجوم عليهم معناه اف لماضيق هرمز.|spk0
wavs/ep001_0333.wav|لدرجة أنّه الستريت جورنال بتكشف أنّه لما المستشارين بتوعه.|spk0
wavs/ep001_0334.wav|المهم بحسب ما نقلته عن مصادر مطالعة على الامر.|spk0
wavs/ep001_0335.wav|قال لهم انا متاكد أن إيران هتعلن استسلامها قبل ما تلحق تقفل المضيق.|spk0
wavs/ep001_0336.wav|وهما بيخططوا للحرب استخفوا بشكل كبير.|spk0
wavs/ep001_0337.wav|بمدى جدية واستعداد إيران لاغلاق مضيق هرمز.|spk0
wavs/ep001_0338.wav|ترامب تفاجا تقريبا بكل تطورات الحرب الرئيسية.|spk0
wavs/ep001_0339.wav|وفقا للمصادر دي فريق الامن القوم لترامب.|spk0
wavs/ep001_0340.wav|فشل في أنّه ياخد في حسبانه العواقب المحتملة.|spk0
wavs/ep001_0341.wav|للي بيوصفه بعض المسؤولين الأمريكيّين النهاردة.|spk0
wavs/ep001_0344.wav|ومنعه من الدخول في حَرب مع إيران بسبب ادراكه لمخاطرها.|spk0
wavs/ep001_0345.wav|علشان كده البيت الابيض استمات في نافي رواية.|spk0
wavs/ep001_0346.wav|بيخاف يزعل ترامب مفقا لمصادر مطالعة على علاقته برئيس الأمريكي.|spk0
wavs/ep001_0347.wav|وده ساهم في اندفاع الولايات المتحدة ناحية الحرب مع إيران.|spk0
wavs/ep001_0348.wav|اولا بدون خطط متمسكة وبدون استراتيجية لكيفية انهاء الحرب دي أو الخروج منها.|spk0
wavs/ep001_0352.wav|أنّه فيه احتمال قوي أن الإيرانيّين يقفلوا مضيق هورموس.|spk0
wavs/ep001_0353.wav|الرئيس الأمريكي قبل الحرب كان واثق أن الجيش الأمريكي.|spk0
wavs/ep001_0354.wav|هيقدر يدفع إيران للاستسلام ويمنعها من غلق مادك هرمز.|spk0
wavs/ep001_0355.wav|لانه كان عنده ثقة عميقة في قدرات الجيش الأمريكي.|spk0
wavs/ep001_0356.wav|ولكن بمجرد ما الحرب بدات اتصدم بالواقع.|spk0
wavs/ep001_0357.wav|جيش الأمريكي رغم أنّه اقوى جيش في العالم.|spk0
wavs/ep001_0358.wav|الا أن مهمة فتح مادك هرمز بالقوة تظل بالنسبة له مهمة شبه مستحيلة.|spk0
wavs/ep001_0359.wav|ثم عملية الخطف النجحة للرئيس الفنزويلي نيكولاس مادورو.|spk0
wavs/ep001_0360.wav|ابرزها مخزوناتهم الكبيرة من المسايرات والصواريخ.|spk0
wavs/ep001_0361.wav|في السياق ده ترامب كان موهوم بالقوة المفترضة للجيش الأمريكي.|spk0
wavs/ep001_0365.wav|علشان كده لما الحرب بدات فعلا وده ما حصلش.|spk0
wavs/ep001_0366.wav|عشان تشارك في فتح مادك هرمز امام حركة الملاح.|spk0
wavs/ep001_0368.wav|والامر ده في الحقيقة يلامع عليه بشكل أساسي إلى جانب ترامب.|spk0
wavs/ep001_0369.wav|والظريف أنّه طلب المساعدة ده سبق وتاكيد من ترامب.|spk0
wavs/ep001_0370.wav|بان الجيش الأمريكي انتصر على إيران ودمر قوتها.|spk0
wavs/ep001_0371.wav|واللي كتير حاليا بيلوموه أنّه ما كانش بنفس قُوّة وصلابة الرئيس السابق للحيقة.|spk0
wavs/ep001_0373.wav|ترامب رفض مبادرات عَدَد من دول الشرق الاوسط.|spk0
wavs/ep001_0375.wav|وفي نفس اليوم موقع سيمافور كشف عن معلومة مفادها.|spk0
wavs/ep001_0378.wav|اولا بدون خطط متمسكة وبدون استراتيجية لكيفية انهاء الحرب دي.|spk0
wavs/ep001_0379.wav|وانها دخلت الحرب ومخزونها مش في افضل احواله.|spk0
wavs/ep001_0380.wav|وثانيا وده الاهم دخلت الحرب وهي بتستخف بشكل واضح بامكانات قدرات إيران.|spk0
wavs/ep001_0381.wav|اللي رغم أنّها اضعف بكتير جدا من ناحية الاسلاح والتكنولوجيا والمعدات.|spk0
wavs/ep001_0383.wav|الا أنّها في النهاية بتمتلك اسلاحها مهمة لا يمكن الاستهانة بيها.|spk0
wavs/ep001_0386.wav|هيقدر يدفع إيران للاستسلام ويمنعها من غلق مادوك هرموس.|spk0
